path,speakerId,transcription,intent,intentLbl
../smart-lights-en-close-field/speech_corpus/audio/482.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I want to set the light to ten,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1653.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn the light down in the backyard,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1412.wav,143921a6-6caa-417f-bd7e-2732023270c1,dim the lights in the garden,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1338.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn up the lights in the toilets.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1299.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn the lights on now,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/331.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I need it to be brighter in the cubicle,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/998.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the brightness on the light bulbs to fifty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/589.wav,4373a208-efd7-4eea-9440-94f52145cd78,Increase the intensity of the lighting please,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/274.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Eliminate the lighting,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1640.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,turn office light to thirty nine,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/888.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please switch my lights on now,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/712.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Make the bathroom light dimmer,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1294.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn the lights on in the kitchen,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/28.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Adjust the toilets lights to twenty two.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1285.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the lights off in the toilet,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/646.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights off in the living room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/566.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,In the pantry turn up the brightness,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/800.wav,b13f7c89-1aca-46c8-b9c9-0cf3a472e6b3,Make the studio lighting to be at the twelve setting,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1149.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn down the lights in the basement.,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1008.wav,4373a208-efd7-4eea-9440-94f52145cd78,Set the entrance lighting intensity to twelve,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1152.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn down the lights in the changing room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1586.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,switch lights on in vestibule,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1232.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn parking light setting to off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/979.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set light color to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1606.wav,4373a208-efd7-4eea-9440-94f52145cd78,the lights need to be blue in the studio,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1230.wav,83149db9-cf71-4987-886f-f07607ab8f90,Turn on the toilet lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/375.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,I want blue lights ,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1122.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,There is too much light in the bedroom,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1496.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,make all kids room lights red colored,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1670.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,will you turn the brightness to level thirty nine,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/955.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Put the lighting to level ten,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/481.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,I want to make the room brighter. ,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/354.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need the lights near the toilets to be brighter,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1503.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,make lights red,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1123.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Throughout the house turn up the light power,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/802.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Make the toilets green lights,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1479.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,lights off changing room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/120.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you switch the lights on for my entire house?,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1641.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,turn on kitchen lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1369.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,can you give me some lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1291.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights on in the appartment.,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/251.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Decrease the lighting in the laundry room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1268.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the light's intensity to twenty two percent,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/447.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the lights on now,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/939.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,Power on the lamps,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/404.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,I want the brightness to be fifty in the bed room.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/889.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please switch on lights for the facilities,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1172.wav,62c59086-3e46-4c49-85d6-047f69928fc9,Turn off my bedroom lights please,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1397.wav,01356b70-791d-42c4-b14b-56fefa67358f,close all lights in the kids room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1517.wav,b13f7c89-1aca-46c8-b9c9-0cf3a472e6b3,no more light in here,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1453.wav,143921a6-6caa-417f-bd7e-2732023270c1,increase the brightness of entrance,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1546.wav,4373a208-efd7-4eea-9440-94f52145cd78,please switch off the studio lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/337.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I need my bedroom brighter now,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/836.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please change the lights to red.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/100.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Can you please change the light color to pink,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/574.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase lighting in entire appartment,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1420.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,entrance lights to pink please ,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1288.wav,62c59086-3e46-4c49-85d6-047f69928fc9,Turn the lights on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1001.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set the brightness to twelve.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1199.wav,62c59086-3e46-4c49-85d6-047f69928fc9,Turn off the toilet lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1494.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,lower the brightness of light bulbs,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/322.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I don't want the bedroom to be so bright,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1033.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Set the lights to zero brightness,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/149.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change light level to twenty in the bedroom,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1216.wav,879c3ade-29b9-4bb5-9272-dabf30186e0e,Turn on the lights above the toilet,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1120.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,The toilets should have green lighting.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/814.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,PLEASE TURN ON THE LIGHTS,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/703.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Make my lights green,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/245.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,Decrease the light intensity,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/477.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want to change the light to blue instead.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/235.wav,4373a208-efd7-4eea-9440-94f52145cd78,Decrease lights in house.,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/560.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,In the kids bedroom turn the lights off.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/524.wav,4373a208-efd7-4eea-9440-94f52145cd78,"I'd like the lights off in the vestibule
",SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/864.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Please make the light blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1524.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,pink lights near kitchen please,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/820.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please adjust the light bulbs to twelve.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/974.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set all lamps to level thirty nine in the studio,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1597.wav,4373a208-efd7-4eea-9440-94f52145cd78,"the backyard is too bright, can you turn it down a little",DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/365.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need to lamps all off now,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/887.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,Please stop the lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1339.wav,c507814e-9454-4096-99ce-e54fe7c814b8,Turn up the lights.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1281.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn the lights off in the dining room.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1399.wav,01356b70-791d-42c4-b14b-56fefa67358f,cut off the lights in vestibule,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/313.wav,4373a208-efd7-4eea-9440-94f52145cd78,Help me set the lights to twenty,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1286.wav,01356b70-791d-42c4-b14b-56fefa67358f,Turn the lights off now,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/386.wav,b13f7c89-1aca-46c8-b9c9-0cf3a472e6b3,I want lights in the kitchen,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/225.wav,4373a208-efd7-4eea-9440-94f52145cd78,Could you turn the lights on please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/716.wav,01efb0b6-4dc5-436e-9639-d313e761d7ad,Make the bedroom light intensity ten,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/624.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,It's way too dark in here,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1382.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,change and set backyard lights to brightness setting of twelve,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/15.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Adjust the brightness to twenty two.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1536.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,please make the light blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/969.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Reduce brightness to fifty in the house.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1331.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn up the lights,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/588.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Increase the intensity of the lighting,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/345.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,I need some more light in here.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/71.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you change the patio light to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/3.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Activate lights.,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1202.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn on garage lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/619.wav,4373a208-efd7-4eea-9440-94f52145cd78,"It's too bright, please make it darker",DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/615.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,It is too dark on the patio increase the lights.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/491.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I would like for the lights to be pink.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/849.wav,d6044239-2ce5-4340-9284-4b2b77600122,Please increase lights.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1058.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Stop the lights from shining in the shed.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1354.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,all lights off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1522.wav,4373a208-efd7-4eea-9440-94f52145cd78,patio lights please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/102.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you please set the bathroom lights to five?,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1189.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn off the lights in the entrance.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/651.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights out,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/935.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Please turn up the lights a bit more,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1483.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,lights on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/861.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Please make the color red,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/9.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Adjust the bed room brightness level to seventy-three.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1075.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Switch on the studio light,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/848.wav,879c3ade-29b9-4bb5-9272-dabf30186e0e,Please have the waiting room be less bright,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1243.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn the brightness down in the toilet room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/691.wav,ffd85e10-f320-427f-b63e-01e81f768397,Make it more dim,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/90.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Can you make the lights dimmer in the living room?,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/394.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want my child's bedroom to have a green light?,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/85.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you make it dimmer in here,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1569.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,set the color of meeting room lights to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/806.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,More lights please,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/899.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Please turn down the lights in the pantry,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/731.wav,057065b7-fdaa-42ac-998c-4efb48d620eb,Make the entire flat brighter,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1455.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,increase the brightness of the lights.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1244.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,Turn the brightness in the flat to two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/699.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make loo lights off.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/498.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I would like the light to be turned on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1325.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Turn the waiting room lights to seventy-three,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/708.wav,4373a208-efd7-4eea-9440-94f52145cd78,Make sure there are no lights on,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1561.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,put the lights on in the vestibule,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/10.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Adjust the bedroom light intensity to thirty nine,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1002.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the brightness to twenty,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1279.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights off in the basement,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/509.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,I'd like for the lights to be blue.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/22.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the lights so it's less bright,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/160.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Change the bed room lights to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1327.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,Turn up the brightness,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/977.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set brightness to twenty please.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1192.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Turn off the lights in the toilets,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/603.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Increase the lights please.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1022.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Set the lights in toilets to red,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/572.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Increase light brightness.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1473.wav,4373a208-efd7-4eea-9440-94f52145cd78,light on in the bathroom,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/870.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please make the lights pink in my bedroom.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/236.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,Decrease the brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1576.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"so much darkness in here, turn up the bulbs",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/324.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I don't want the lights on in the cella anymore,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1648.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,turn studio lights on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1623.wav,4373a208-efd7-4eea-9440-94f52145cd78,turn down lighting in the pantry,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/576.wav,d6044239-2ce5-4340-9284-4b2b77600122,Increase lights in entire house,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1563.wav,4373a208-efd7-4eea-9440-94f52145cd78,select green light,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1003.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Set the brightness to twenty two please.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1229.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn on the spotlight in the room,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/220.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Could you make the lights in the basement brighter?,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1020.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the lights in the laundry room to level two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1300.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Turn the lights on pink ,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1516.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,need light in the kitchen,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1040.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,Shine some lights in the office,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1094.wav,9b44ed56-3019-4bef-a688-833eec3e2059,The cubicle lights should be pink,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1313.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn the lights up in the entrance,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1048.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Shut off the lounge lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/39.wav,4373a208-efd7-4eea-9440-94f52145cd78,Be sure the lights are off by the toilet,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1190.wav,62c59086-3e46-4c49-85d6-047f69928fc9,Turn off the lights in the kitchen,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1106.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The light in the boardroom needs to be set at seventy-three,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/441.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want the lights off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/585.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Increase the brightness to seventy-three.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/211.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Color change lights to red,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1063.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch my lights on now,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/229.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Decrease brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/794.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the meeting room lights fifty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/480.wav,550b9155-6601-488b-82c9-d316036fc144,I want to make the light dimmer,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/689.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make it dark.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1039.wav,879c3ade-29b9-4bb5-9272-dabf30186e0e,Shine some light in here.,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/756.wav,879c3ade-29b9-4bb5-9272-dabf30186e0e,Make the lighting more intense in the bathroom,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1471.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,let there be light,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1207.wav,143921a6-6caa-417f-bd7e-2732023270c1,Turn on my lights now,SwitchLightOn,5
