,path,speakerId,transcription,intent,intentLbl
747,../smart-lights-en-close-field/speech_corpus/audio/624.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,It's way too dark in here,IncreaseBrightness,1
756,../smart-lights-en-close-field/speech_corpus/audio/3.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Activate lights.,SwitchLightOn,5
759,../smart-lights-en-close-field/speech_corpus/audio/615.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,It is too dark on the patio increase the lights.,IncreaseBrightness,1
767,../smart-lights-en-close-field/speech_corpus/audio/651.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights out,SwitchLightOff,4
769,../smart-lights-en-close-field/speech_corpus/audio/1483.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,lights on,SwitchLightOn,5
779,../smart-lights-en-close-field/speech_corpus/audio/1569.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,set the color of meeting room lights to blue,SetLightColor,3
780,../smart-lights-en-close-field/speech_corpus/audio/806.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,More lights please,IncreaseBrightness,1
789,../smart-lights-en-close-field/speech_corpus/audio/1561.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,put the lights on in the vestibule,SwitchLightOn,5
794,../smart-lights-en-close-field/speech_corpus/audio/22.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the lights so it's less bright,DecreaseBrightness,0
820,../smart-lights-en-close-field/speech_corpus/audio/1048.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Shut off the lounge lights,SwitchLightOff,4
823,../smart-lights-en-close-field/speech_corpus/audio/1106.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The light in the boardroom needs to be set at seventy-three,SetLightBrightness,2
827,../smart-lights-en-close-field/speech_corpus/audio/1063.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch my lights on now,SwitchLightOn,5
834,../smart-lights-en-close-field/speech_corpus/audio/1471.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,let there be light,SwitchLightOn,5
840,../smart-lights-en-close-field/speech_corpus/audio/1480.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,lights off for entire house,SwitchLightOff,4
845,../smart-lights-en-close-field/speech_corpus/audio/583.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Increase the brightness of the lights.,IncreaseBrightness,1
849,../smart-lights-en-close-field/speech_corpus/audio/475.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"I want to change the boardroom brightness to ten please.
",SetLightBrightness,2
851,../smart-lights-en-close-field/speech_corpus/audio/448.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"I want the lights set to fifty in the kids room
",SetLightBrightness,2
852,../smart-lights-en-close-field/speech_corpus/audio/1081.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch to red lights,SetLightColor,3
854,../smart-lights-en-close-field/speech_corpus/audio/269.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Dim the studio lighting,DecreaseBrightness,0
856,../smart-lights-en-close-field/speech_corpus/audio/1250.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the cella lights to twelve percent,SetLightBrightness,2
862,../smart-lights-en-close-field/speech_corpus/audio/261.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Dim the lights for me,DecreaseBrightness,0
874,../smart-lights-en-close-field/speech_corpus/audio/99.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you please change the color to blue,SetLightColor,3
882,../smart-lights-en-close-field/speech_corpus/audio/1163.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn lights on everywhere please,SwitchLightOn,5
885,../smart-lights-en-close-field/speech_corpus/audio/1117.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The lights should be on please,SwitchLightOn,5
897,../smart-lights-en-close-field/speech_corpus/audio/318.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I don't prefer the living room lights to be on anymore,SwitchLightOff,4
906,../smart-lights-en-close-field/speech_corpus/audio/442.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the lights off everywhere,SwitchLightOff,4
914,../smart-lights-en-close-field/speech_corpus/audio/387.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want lights on in the backyard,SwitchLightOn,5
915,../smart-lights-en-close-field/speech_corpus/audio/1203.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn on lights above the toilet,SwitchLightOn,5
919,../smart-lights-en-close-field/speech_corpus/audio/956.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Put the lights in the living room at level thirty nine,SetLightBrightness,2
931,../smart-lights-en-close-field/speech_corpus/audio/1103.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The laundry room lights should be green.,SetLightColor,3
934,../smart-lights-en-close-field/speech_corpus/audio/1222.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn on the lights in the laundry room,SwitchLightOn,5
938,../smart-lights-en-close-field/speech_corpus/audio/1083.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The basement is too bright.,DecreaseBrightness,0
956,../smart-lights-en-close-field/speech_corpus/audio/1072.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch on my garden lights,SwitchLightOn,5
958,../smart-lights-en-close-field/speech_corpus/audio/466.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the studio to be dark,SwitchLightOff,4
961,../smart-lights-en-close-field/speech_corpus/audio/747.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the light dimmer,DecreaseBrightness,0
965,../smart-lights-en-close-field/speech_corpus/audio/1581.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,studio lights on please,SwitchLightOn,5
968,../smart-lights-en-close-field/speech_corpus/audio/461.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the lounge light on,SwitchLightOn,5
977,../smart-lights-en-close-field/speech_corpus/audio/537.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I'd like to have pink lighting in the bathroom,SetLightColor,3
979,../smart-lights-en-close-field/speech_corpus/audio/1620.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,turn all light bulbs into pink color,SetLightColor,3
984,../smart-lights-en-close-field/speech_corpus/audio/1054.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Situate the lights to thirty nine percent in the cubicle,SetLightBrightness,2
992,../smart-lights-en-close-field/speech_corpus/audio/898.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please turn down the lights in the entrance area,DecreaseBrightness,0
993,../smart-lights-en-close-field/speech_corpus/audio/1336.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn up the lights in the parking,IncreaseBrightness,1
996,../smart-lights-en-close-field/speech_corpus/audio/865.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please make the light red.,SetLightColor,3
1002,../smart-lights-en-close-field/speech_corpus/audio/1005.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set the cellar light to twelve,SetLightBrightness,2
1003,../smart-lights-en-close-field/speech_corpus/audio/1404.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,decrease brightness please,DecreaseBrightness,0
1014,../smart-lights-en-close-field/speech_corpus/audio/316.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Hey google, Cut lights in the kitchen",SwitchLightOff,4
1017,../smart-lights-en-close-field/speech_corpus/audio/426.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the light intensity to be at level ten,SetLightBrightness,2
1023,../smart-lights-en-close-field/speech_corpus/audio/1128.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn basement lights on please,SwitchLightOn,5
1028,../smart-lights-en-close-field/speech_corpus/audio/280.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Get rid of the lights in the bathroom,SwitchLightOff,4
1030,../smart-lights-en-close-field/speech_corpus/audio/1486.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,lights way down in small meeting room,SwitchLightOff,4
1032,../smart-lights-en-close-field/speech_corpus/audio/82.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you light up the basement a bit more,IncreaseBrightness,1
1036,../smart-lights-en-close-field/speech_corpus/audio/1601.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"the cellar is cold and dark, please turn up the brightness",IncreaseBrightness,1
1040,../smart-lights-en-close-field/speech_corpus/audio/202.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change the lights to red in the parking section ,SetLightColor,3
1041,../smart-lights-en-close-field/speech_corpus/audio/1663.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,turn up the brightness,IncreaseBrightness,1
1043,../smart-lights-en-close-field/speech_corpus/audio/372.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I think the lights should be on by now,SwitchLightOn,5
1047,../smart-lights-en-close-field/speech_corpus/audio/808.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,My bedroom needs to be darker.,DecreaseBrightness,0
1055,../smart-lights-en-close-field/speech_corpus/audio/105.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you put the lights to twelve in the cubicle?,SetLightBrightness,2
1056,../smart-lights-en-close-field/speech_corpus/audio/1118.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The studio lights need to be increased,IncreaseBrightness,1
1058,../smart-lights-en-close-field/speech_corpus/audio/765.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights five,SetLightBrightness,2
1059,../smart-lights-en-close-field/speech_corpus/audio/24.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the living room brightness to level two,SetLightBrightness,2
1060,../smart-lights-en-close-field/speech_corpus/audio/1454.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,increase the brightness of the garage,IncreaseBrightness,1
1064,../smart-lights-en-close-field/speech_corpus/audio/421.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the kitchen lights to be twenty two.,SetLightBrightness,2
1078,../smart-lights-en-close-field/speech_corpus/audio/659.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower lighting in the backyard,DecreaseBrightness,0
1079,../smart-lights-en-close-field/speech_corpus/audio/964.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Quickly put on the lights in the dining room as I am very hungry,SwitchLightOn,5
1080,../smart-lights-en-close-field/speech_corpus/audio/145.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change kids room lights to pink,SetLightColor,3
1087,../smart-lights-en-close-field/speech_corpus/audio/32.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Assistant, I need my cubicle lights on.",SwitchLightOn,5
1103,../smart-lights-en-close-field/speech_corpus/audio/30.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Alexa, please turn off lights in backyard",SwitchLightOff,4
1109,../smart-lights-en-close-field/speech_corpus/audio/757.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights a little brighter in the laundry room.,IncreaseBrightness,1
1110,../smart-lights-en-close-field/speech_corpus/audio/264.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Dim the lights in the garage.,DecreaseBrightness,0
1118,../smart-lights-en-close-field/speech_corpus/audio/1157.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn down the lights one notch,DecreaseBrightness,0
1120,../smart-lights-en-close-field/speech_corpus/audio/803.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make twenty two the brightness setting.,SetLightBrightness,2
1126,../smart-lights-en-close-field/speech_corpus/audio/612.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Is it possible to turn the lights down in this room?,DecreaseBrightness,0
1131,../smart-lights-en-close-field/speech_corpus/audio/893.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please switch to pink lighting,SetLightColor,3
1136,../smart-lights-en-close-field/speech_corpus/audio/1170.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn off all the lamps.,SwitchLightOff,4
1141,../smart-lights-en-close-field/speech_corpus/audio/851.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please increase the brightness of the lights in the kids room.,IncreaseBrightness,1
1143,../smart-lights-en-close-field/speech_corpus/audio/1371.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,can you increase the brightness in the laundry room,IncreaseBrightness,1
1147,../smart-lights-en-close-field/speech_corpus/audio/1100.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The kitchen should be brighter please,IncreaseBrightness,1
1148,../smart-lights-en-close-field/speech_corpus/audio/1376.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,can you turn down the lights in here?,DecreaseBrightness,0
1150,../smart-lights-en-close-field/speech_corpus/audio/371.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I think all the lights should be on twenty two.,SetLightBrightness,2
1151,../smart-lights-en-close-field/speech_corpus/audio/1545.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,please switch off the kitchen lights after you cook,SwitchLightOff,4
1160,../smart-lights-en-close-field/speech_corpus/audio/1357.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,basement lights should be turned on,SwitchLightOn,5
1161,../smart-lights-en-close-field/speech_corpus/audio/1254.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the cublicle lights to level ten,SetLightBrightness,2
1164,../smart-lights-en-close-field/speech_corpus/audio/722.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the brightness of the lights to be at two percent,SetLightBrightness,2
1170,../smart-lights-en-close-field/speech_corpus/audio/681.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make it brighter in the changing room.,IncreaseBrightness,1
1172,../smart-lights-en-close-field/speech_corpus/audio/130.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you turn off the lights?,SwitchLightOff,4
1180,../smart-lights-en-close-field/speech_corpus/audio/816.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Place the lighting on level twenty two in the cubicle,SetLightBrightness,2
1182,../smart-lights-en-close-field/speech_corpus/audio/147.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change light color to pink,SetLightColor,3
1190,../smart-lights-en-close-field/speech_corpus/audio/319.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I don't want it to be so bright,DecreaseBrightness,0
1199,../smart-lights-en-close-field/speech_corpus/audio/856.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please increase the lights in the office,IncreaseBrightness,1
1201,../smart-lights-en-close-field/speech_corpus/audio/1136.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn down the brightness for me,DecreaseBrightness,0
1205,../smart-lights-en-close-field/speech_corpus/audio/208.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change the yard lights to green,SetLightColor,3
1212,../smart-lights-en-close-field/speech_corpus/audio/508.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I'd like for my lights to be flipped on now,SwitchLightOn,5
1216,../smart-lights-en-close-field/speech_corpus/audio/602.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Increase the lights on the patio.,IncreaseBrightness,1
1217,../smart-lights-en-close-field/speech_corpus/audio/837.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please change the lights to twenty two in the house,SetLightBrightness,2
1219,../smart-lights-en-close-field/speech_corpus/audio/209.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change toilets light color to red,SetLightColor,3
1224,../smart-lights-en-close-field/speech_corpus/audio/1105.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The light in the appartment needs to be dimmed,DecreaseBrightness,0
1228,../smart-lights-en-close-field/speech_corpus/audio/1332.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn up the lights in the cella,IncreaseBrightness,1
1270,../smart-lights-en-close-field/speech_corpus/audio/1287.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the lights off.,SwitchLightOff,4
1272,../smart-lights-en-close-field/speech_corpus/audio/1617.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"this room is pretty dark, why ? just turn the brightness up",IncreaseBrightness,1
1276,../smart-lights-en-close-field/speech_corpus/audio/843.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please dim the lights,DecreaseBrightness,0
1285,../smart-lights-en-close-field/speech_corpus/audio/203.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change the living room lights to twenty.,SetLightBrightness,2
1289,../smart-lights-en-close-field/speech_corpus/audio/267.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Dim the lights please.,DecreaseBrightness,0
1291,../smart-lights-en-close-field/speech_corpus/audio/1618.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,toilet light change to level thirty nine,SetLightBrightness,2
1294,../smart-lights-en-close-field/speech_corpus/audio/1012.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set the hallway lights to pink please.,SetLightColor,3
1296,../smart-lights-en-close-field/speech_corpus/audio/654.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower all of the lighting.,DecreaseBrightness,0
1297,../smart-lights-en-close-field/speech_corpus/audio/973.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Select pink light color,SetLightColor,3
1304,../smart-lights-en-close-field/speech_corpus/audio/962.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Put the lights to two in the backyard
",SetLightBrightness,2
1307,../smart-lights-en-close-field/speech_corpus/audio/1160.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn light on in toilet room,SwitchLightOn,5
1308,../smart-lights-en-close-field/speech_corpus/audio/127.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you turn off the lights in the cellar?,SwitchLightOff,4
1309,../smart-lights-en-close-field/speech_corpus/audio/1447.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,increase brightness in the studio,IncreaseBrightness,1
1316,../smart-lights-en-close-field/speech_corpus/audio/114.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you set the kids room light to five,SetLightBrightness,2
1317,../smart-lights-en-close-field/speech_corpus/audio/621.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,It's too dark in here. Brighten the lights a bit.,IncreaseBrightness,1
1324,../smart-lights-en-close-field/speech_corpus/audio/718.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the boardroom lights red,SetLightColor,3
1325,../smart-lights-en-close-field/speech_corpus/audio/417.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the facilities to have lights on now,SwitchLightOn,5
8,../smart-lights-en-close-field/speech_corpus/audio/1352.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Would you turn on my basement lights?,SwitchLightOn,5
10,../smart-lights-en-close-field/speech_corpus/audio/922.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please turn the kitchen lights on.,SwitchLightOn,5
11,../smart-lights-en-close-field/speech_corpus/audio/1204.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn on lights in the backyard,SwitchLightOn,5
12,../smart-lights-en-close-field/speech_corpus/audio/1077.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch the lights green.,SetLightColor,3
19,../smart-lights-en-close-field/speech_corpus/audio/1179.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Turn off the lights
",SwitchLightOff,4
20,../smart-lights-en-close-field/speech_corpus/audio/817.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please activate the lights.,SwitchLightOn,5
21,../smart-lights-en-close-field/speech_corpus/audio/374.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want blue light,SetLightColor,3
39,../smart-lights-en-close-field/speech_corpus/audio/811.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Ok google, Turn off lights in entire flat",SwitchLightOff,4
45,../smart-lights-en-close-field/speech_corpus/audio/1497.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,make all lights pink in color,SetLightColor,3
46,../smart-lights-en-close-field/speech_corpus/audio/1353.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,adjust brightness of lounge lights to a value of twenty two,SetLightBrightness,2
53,../smart-lights-en-close-field/speech_corpus/audio/162.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change the brightness to fifty in the entire appartment,SetLightBrightness,2
54,../smart-lights-en-close-field/speech_corpus/audio/1346.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Will you make the entrance lights red for the afternoon.,SetLightColor,3
55,../smart-lights-en-close-field/speech_corpus/audio/1633.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,turn off bed room lights,SwitchLightOff,4
57,../smart-lights-en-close-field/speech_corpus/audio/1407.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,dim the basement,DecreaseBrightness,0
61,../smart-lights-en-close-field/speech_corpus/audio/854.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please increase the garage lights.,IncreaseBrightness,1
65,../smart-lights-en-close-field/speech_corpus/audio/1240.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the bedroom to twenty,SetLightBrightness,2
75,../smart-lights-en-close-field/speech_corpus/audio/1184.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn off the lights in the basement,SwitchLightOff,4
87,../smart-lights-en-close-field/speech_corpus/audio/21.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the lighting to level twenty two,SetLightBrightness,2
94,../smart-lights-en-close-field/speech_corpus/audio/773.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights in the kids bedroom a ten.,SetLightBrightness,2
98,../smart-lights-en-close-field/speech_corpus/audio/1176.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn off the light power,SwitchLightOff,4
99,../smart-lights-en-close-field/speech_corpus/audio/763.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights brighter.,IncreaseBrightness,1
101,../smart-lights-en-close-field/speech_corpus/audio/643.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights in the backyard should be red.,SetLightColor,3
102,../smart-lights-en-close-field/speech_corpus/audio/283.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Get the lights on,SwitchLightOn,5
104,../smart-lights-en-close-field/speech_corpus/audio/1056.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Stop the lights,SwitchLightOff,4
107,../smart-lights-en-close-field/speech_corpus/audio/1167.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn living room lights to red,SetLightColor,3
110,../smart-lights-en-close-field/speech_corpus/audio/1091.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The cellar lights should be turned on.,SwitchLightOn,5
116,../smart-lights-en-close-field/speech_corpus/audio/523.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I'd like the lights in the laundry room to be at level twenty two,SetLightBrightness,2
118,../smart-lights-en-close-field/speech_corpus/audio/692.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make it so that the light is pink.,SetLightColor,3
132,../smart-lights-en-close-field/speech_corpus/audio/1583.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,switch house lights off.,SwitchLightOff,4
139,../smart-lights-en-close-field/speech_corpus/audio/960.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Put the lights on please,SwitchLightOn,5
140,../smart-lights-en-close-field/speech_corpus/audio/633.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Let's have the entrance be red,SetLightColor,3
141,../smart-lights-en-close-field/speech_corpus/audio/840.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please decrease the brightness,DecreaseBrightness,0
142,../smart-lights-en-close-field/speech_corpus/audio/1166.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn lights to green,SetLightColor,3
147,../smart-lights-en-close-field/speech_corpus/audio/151.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change lights to blue.,SetLightColor,3
148,../smart-lights-en-close-field/speech_corpus/audio/2.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Activate garden lights,SwitchLightOn,5
155,../smart-lights-en-close-field/speech_corpus/audio/670.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower the lights on the patio,DecreaseBrightness,0
156,../smart-lights-en-close-field/speech_corpus/audio/884.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please shut off the lighting.,SwitchLightOff,4
24,../smart-lights-en-close-field/speech_corpus/audio/984.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set lights to twenty two percent in the basement,SetLightBrightness,2
44,../smart-lights-en-close-field/speech_corpus/audio/657.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower brightness in the toilets room,DecreaseBrightness,0
53,../smart-lights-en-close-field/speech_corpus/audio/59.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can we put in some green light in the shed,SetLightColor,3
54,../smart-lights-en-close-field/speech_corpus/audio/221.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Could you please turn my lights on?,SwitchLightOn,5
57,../smart-lights-en-close-field/speech_corpus/audio/478.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want to lights to a lower setting please,DecreaseBrightness,0
60,../smart-lights-en-close-field/speech_corpus/audio/1360.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,bathroom lights off,SwitchLightOff,4
87,../smart-lights-en-close-field/speech_corpus/audio/748.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the light green,SetLightColor,3
98,../smart-lights-en-close-field/speech_corpus/audio/1169.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn my living room lights on please,SwitchLightOn,5
106,../smart-lights-en-close-field/speech_corpus/audio/1215.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn on the lights,SwitchLightOn,5
113,../smart-lights-en-close-field/speech_corpus/audio/906.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please turn off the lighting,SwitchLightOff,4
116,../smart-lights-en-close-field/speech_corpus/audio/510.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I'd like for the lights to go on now,SwitchLightOn,5
123,../smart-lights-en-close-field/speech_corpus/audio/730.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the dining room lights off please,SwitchLightOff,4
125,../smart-lights-en-close-field/speech_corpus/audio/1422.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,garage lights to red please,SetLightColor,3
126,../smart-lights-en-close-field/speech_corpus/audio/604.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Increase the lights, it is too dark.",IncreaseBrightness,1
133,../smart-lights-en-close-field/speech_corpus/audio/454.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the lights to be increased in brightness.,IncreaseBrightness,1
135,../smart-lights-en-close-field/speech_corpus/audio/300.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Help me dim the light in the pantry,DecreaseBrightness,0
138,../smart-lights-en-close-field/speech_corpus/audio/1552.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,please turn off parking lights,SwitchLightOff,4
151,../smart-lights-en-close-field/speech_corpus/audio/881.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please set the studio to level two for the light intensity,SetLightBrightness,2
152,../smart-lights-en-close-field/speech_corpus/audio/829.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please change the color to pink,SetLightColor,3
