audio path,predicted_words
../smart-lights-en-close-field/speech_corpus/audio/889.wav,please switch on the lights for the facilities
../smart-lights-en-close-field/speech_corpus/audio/1172.wav,turn off my bedroom lights please
../smart-lights-en-close-field/speech_corpus/audio/1397.wav,close all lights in the kids room
../smart-lights-en-close-field/speech_corpus/audio/1517.wav,no more light in here
../smart-lights-en-close-field/speech_corpus/audio/1453.wav,increase the brightness of entrance
../smart-lights-en-close-field/speech_corpus/audio/1546.wav,please switch off the studio lights
../smart-lights-en-close-field/speech_corpus/audio/337.wav,I need my bedroom brighter now
../smart-lights-en-close-field/speech_corpus/audio/836.wav,please change the lights to red
../smart-lights-en-close-field/speech_corpus/audio/100.wav,can you please change the light color
../smart-lights-en-close-field/speech_corpus/audio/574.wav,increase Lighting in entire apartment
../smart-lights-en-close-field/speech_corpus/audio/1420.wav,entrance lights to Pink please
../smart-lights-en-close-field/speech_corpus/audio/1288.wav,turn the lights on
../smart-lights-en-close-field/speech_corpus/audio/1001.wav,set the brightness to 12
../smart-lights-en-close-field/speech_corpus/audio/1199.wav,turn off the toilet lights
../smart-lights-en-close-field/speech_corpus/audio/1494.wav,lower the brightness of light bulbs
../smart-lights-en-close-field/speech_corpus/audio/322.wav,I don't want the bedroom to be so bright
../smart-lights-en-close-field/speech_corpus/audio/1033.wav,set the lights to 0 brightness
../smart-lights-en-close-field/speech_corpus/audio/149.wav,change the light level 220 in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1216.wav,turn on the lights above the toilet
../smart-lights-en-close-field/speech_corpus/audio/1120.wav,the toilets should have green lighting
../smart-lights-en-close-field/speech_corpus/audio/814.wav,please turn on the lights
../smart-lights-en-close-field/speech_corpus/audio/703.wav,make my lights green
../smart-lights-en-close-field/speech_corpus/audio/245.wav,decrease the light intensity
../smart-lights-en-close-field/speech_corpus/audio/477.wav,I want to change the light to Blue instead
../smart-lights-en-close-field/speech_corpus/audio/235.wav,Creeks lights in house
../smart-lights-en-close-field/speech_corpus/audio/560.wav,and the kids bedroom turn the lights off
../smart-lights-en-close-field/speech_corpus/audio/524.wav,blink the lights off in the vestibule
../smart-lights-en-close-field/speech_corpus/audio/864.wav,please make the light blue
../smart-lights-en-close-field/speech_corpus/audio/1524.wav,flights near kitchen please
../smart-lights-en-close-field/speech_corpus/audio/820.wav,please adjust the light bulbs to 12
../smart-lights-en-close-field/speech_corpus/audio/974.wav,set all lamps to level 39 in the studio
../smart-lights-en-close-field/speech_corpus/audio/1597.wav,the backyard is too bright can you turn it down a little
../smart-lights-en-close-field/speech_corpus/audio/365.wav,I need two lamps are us now
../smart-lights-en-close-field/speech_corpus/audio/887.wav,please stop the lights
../smart-lights-en-close-field/speech_corpus/audio/1339.wav,turn off the lights
../smart-lights-en-close-field/speech_corpus/audio/1281.wav,turn the lights off in the dining room
../smart-lights-en-close-field/speech_corpus/audio/1399.wav,cut off the lights in West View
../smart-lights-en-close-field/speech_corpus/audio/313.wav,help me set the lights to 20
../smart-lights-en-close-field/speech_corpus/audio/1286.wav,turn the lights off now
../smart-lights-en-close-field/speech_corpus/audio/386.wav,I want lights in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/225.wav,could you turn the lights on please
../smart-lights-en-close-field/speech_corpus/audio/716.wav,make the bedroom light intensity
../smart-lights-en-close-field/speech_corpus/audio/624.wav,it's way too dark in here
../smart-lights-en-close-field/speech_corpus/audio/1382.wav,change and set backyard lights to Brightest setting of 12
../smart-lights-en-close-field/speech_corpus/audio/15.wav,adjust the brightness to 22
../smart-lights-en-close-field/speech_corpus/audio/1536.wav,please make the light blue
../smart-lights-en-close-field/speech_corpus/audio/969.wav,reduce brightness to 50 in the house
../smart-lights-en-close-field/speech_corpus/audio/1331.wav,turn up the lights
../smart-lights-en-close-field/speech_corpus/audio/588.wav,increase the intensity of the lighting
../smart-lights-en-close-field/speech_corpus/audio/345.wav,I need some more lights in here
../smart-lights-en-close-field/speech_corpus/audio/71.wav,can you change the patio light to Blue
../smart-lights-en-close-field/speech_corpus/audio/3.wav,activate lights
../smart-lights-en-close-field/speech_corpus/audio/1202.wav,turn on garage lights
../smart-lights-en-close-field/speech_corpus/audio/619.wav,to break please make it darker
../smart-lights-en-close-field/speech_corpus/audio/615.wav,it is too dark on the patio increase the light
../smart-lights-en-close-field/speech_corpus/audio/491.wav,I would like for the lights to be pink
../smart-lights-en-close-field/speech_corpus/audio/849.wav,please increase lights
../smart-lights-en-close-field/speech_corpus/audio/1058.wav,stop the lights from shining in the shed
../smart-lights-en-close-field/speech_corpus/audio/1354.wav,all lights off
../smart-lights-en-close-field/speech_corpus/audio/1522.wav,patio lights please
../smart-lights-en-close-field/speech_corpus/audio/102.wav,can you please set the bathroom lights to 5
../smart-lights-en-close-field/speech_corpus/audio/1189.wav,turn off light in Den.
../smart-lights-en-close-field/speech_corpus/audio/651.wav,lights out
../smart-lights-en-close-field/speech_corpus/audio/935.wav,please turn off the lights a bit more
../smart-lights-en-close-field/speech_corpus/audio/1483.wav,lights on
../smart-lights-en-close-field/speech_corpus/audio/861.wav,please make the color red
../smart-lights-en-close-field/speech_corpus/audio/9.wav,adjust the bedroom brightness level 273
../smart-lights-en-close-field/speech_corpus/audio/1075.wav,switch on the studio light
../smart-lights-en-close-field/speech_corpus/audio/848.wav,please have the waiting room be less bright
../smart-lights-en-close-field/speech_corpus/audio/1243.wav,turn the brightness down in the toilet room
../smart-lights-en-close-field/speech_corpus/audio/691.wav,make it modern
../smart-lights-en-close-field/speech_corpus/audio/90.wav,can you make the lights dimmer in the living room
../smart-lights-en-close-field/speech_corpus/audio/394.wav,I want my child's bedroom type of green light
../smart-lights-en-close-field/speech_corpus/audio/85.wav,can you make a dimmer in here
../smart-lights-en-close-field/speech_corpus/audio/1569.wav,set the color of meeting room lights to Blue
../smart-lights-en-close-field/speech_corpus/audio/806.wav,more lights please
../smart-lights-en-close-field/speech_corpus/audio/899.wav,please turn down the lights in the pantry
../smart-lights-en-close-field/speech_corpus/audio/731.wav,make the entire flat brighter
../smart-lights-en-close-field/speech_corpus/audio/1455.wav,increase the brightness of the lights
../smart-lights-en-close-field/speech_corpus/audio/1244.wav,turn the brightness in the flat to 2
../smart-lights-en-close-field/speech_corpus/audio/699.wav,make blue lights off
../smart-lights-en-close-field/speech_corpus/audio/498.wav,I would like like Cerrito.
../smart-lights-en-close-field/speech_corpus/audio/1325.wav,sitting room light to 73
../smart-lights-en-close-field/speech_corpus/audio/708.wav,make sure there are no lights on
../smart-lights-en-close-field/speech_corpus/audio/1561.wav,but the lights on the vegetable
../smart-lights-en-close-field/speech_corpus/audio/10.wav,adjust the bedroom light intensity at 39
../smart-lights-en-close-field/speech_corpus/audio/1002.wav,set the brightness to 20
../smart-lights-en-close-field/speech_corpus/audio/1279.wav,turn the lights off in the basement
../smart-lights-en-close-field/speech_corpus/audio/509.wav,I would like for the lights to be blue
../smart-lights-en-close-field/speech_corpus/audio/22.wav,adjust the light so it's less bright
../smart-lights-en-close-field/speech_corpus/audio/160.wav,change the bedroom lights to Blue
../smart-lights-en-close-field/speech_corpus/audio/1327.wav,turn up the brightness
../smart-lights-en-close-field/speech_corpus/audio/977.wav,Set brightness to 20 please
../smart-lights-en-close-field/speech_corpus/audio/1192.wav,turn off the lights in the toilet
../smart-lights-en-close-field/speech_corpus/audio/603.wav,increase the lights please
../smart-lights-en-close-field/speech_corpus/audio/1022.wav,set the lights in toilets to red
../smart-lights-en-close-field/speech_corpus/audio/572.wav,increase light brightness
../smart-lights-en-close-field/speech_corpus/audio/1473.wav,light on in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/870.wav,please make the lights pink in my bedroom
../smart-lights-en-close-field/speech_corpus/audio/236.wav,decrease the brightness
../smart-lights-en-close-field/speech_corpus/audio/1576.wav,so much darkness in here turn off the bulbs
../smart-lights-en-close-field/speech_corpus/audio/324.wav,I don't want the lights on and sell it anymore
../smart-lights-en-close-field/speech_corpus/audio/1648.wav,turn studio lights off
../smart-lights-en-close-field/speech_corpus/audio/1623.wav,turn on the lighting in the pantry
../smart-lights-en-close-field/speech_corpus/audio/576.wav,increase lights in entire house
../smart-lights-en-close-field/speech_corpus/audio/1563.wav,short green light
../smart-lights-en-close-field/speech_corpus/audio/1003.wav,set the brightness to 22%
../smart-lights-en-close-field/speech_corpus/audio/1229.wav,turn the spot light in the room
../smart-lights-en-close-field/speech_corpus/audio/220.wav,can you make the lights in the basement brighter
../smart-lights-en-close-field/speech_corpus/audio/1020.wav,set the lights in the laundry room to level two
../smart-lights-en-close-field/speech_corpus/audio/1300.wav,turn the lights on pink
../smart-lights-en-close-field/speech_corpus/audio/1516.wav,mid light in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/1040.wav,shine some lights in the office
../smart-lights-en-close-field/speech_corpus/audio/1094.wav,the cubicle life should be pink
../smart-lights-en-close-field/speech_corpus/audio/1313.wav,turn the lights up in the entrance
../smart-lights-en-close-field/speech_corpus/audio/1048.wav,shut off the lounge light
../smart-lights-en-close-field/speech_corpus/audio/39.wav,you sure do like your love by the toilet
../smart-lights-en-close-field/speech_corpus/audio/1190.wav,turn off the lights in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/1106.wav,the light in the boardroom used to be at 73
../smart-lights-en-close-field/speech_corpus/audio/441.wav,I want the lights off
../smart-lights-en-close-field/speech_corpus/audio/585.wav,increase the brightness to 73
../smart-lights-en-close-field/speech_corpus/audio/211.wav,color change lights to red
../smart-lights-en-close-field/speech_corpus/audio/1063.wav,switch my lights on now
../smart-lights-en-close-field/speech_corpus/audio/229.wav,decrease brightness
../smart-lights-en-close-field/speech_corpus/audio/794.wav,make the meeting room lights 50
../smart-lights-en-close-field/speech_corpus/audio/480.wav,I want to make the lights dimmer
../smart-lights-en-close-field/speech_corpus/audio/689.wav,naked dog
../smart-lights-en-close-field/speech_corpus/audio/1039.wav,find some light in here
../smart-lights-en-close-field/speech_corpus/audio/756.wav,make the lighting more intense in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/1471.wav,let there be light
../smart-lights-en-close-field/speech_corpus/audio/1207.wav,turn on my lights now
../smart-lights-en-close-field/speech_corpus/audio/368.wav,I need you to turn the lights off in the basement
../smart-lights-en-close-field/speech_corpus/audio/596.wav,increase the lighting in the vestibule
../smart-lights-en-close-field/speech_corpus/audio/732.wav,make the entrance light at 22
../smart-lights-en-close-field/speech_corpus/audio/433.wav,I want the lights decreased please
../smart-lights-en-close-field/speech_corpus/audio/1480.wav,lights off for entire house
../smart-lights-en-close-field/speech_corpus/audio/891.wav,switch on the lights
../smart-lights-en-close-field/speech_corpus/audio/629.wav,lessen the brightness of the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1544.wav,please switch off Lounge lights
../smart-lights-en-close-field/speech_corpus/audio/1419.wav,entrance light level 210
../smart-lights-en-close-field/speech_corpus/audio/583.wav,increase the brightness of the lights
../smart-lights-en-close-field/speech_corpus/audio/207.wav,change the vegetable lighting to 2%
../smart-lights-en-close-field/speech_corpus/audio/770.wav,make the lights in the cellar at the two brightness
../smart-lights-en-close-field/speech_corpus/audio/353.wav,I need the light in the kids room to be pink
../smart-lights-en-close-field/speech_corpus/audio/475.wav,I want to change the Board Room brightness to 10 please
../smart-lights-en-close-field/speech_corpus/audio/1052.wav,sir in the office please set connected light bulbs to brightness of 10
../smart-lights-en-close-field/speech_corpus/audio/448.wav,I want the lights set to 50 in the kids room
../smart-lights-en-close-field/speech_corpus/audio/1081.wav,switch to red lights
../smart-lights-en-close-field/speech_corpus/audio/1600.wav,the ballroom is done take off the light
../smart-lights-en-close-field/speech_corpus/audio/269.wav,Studio lighting
../smart-lights-en-close-field/speech_corpus/audio/1173.wav,turn off parking lights
../smart-lights-en-close-field/speech_corpus/audio/1250.wav,turn the cellar lights to 12%
../smart-lights-en-close-field/speech_corpus/audio/1627.wav,turn on the light to tad bit please
../smart-lights-en-close-field/speech_corpus/audio/1322.wav,turn the vestibule lights to two
../smart-lights-en-close-field/speech_corpus/audio/1468.wav,laundry room brightness 5
../smart-lights-en-close-field/speech_corpus/audio/393.wav,I want more light in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/343.wav,I need some lights
../smart-lights-en-close-field/speech_corpus/audio/261.wav,dim the lights for me
../smart-lights-en-close-field/speech_corpus/audio/1162.wav,turn lights in the laundry room brighter
../smart-lights-en-close-field/speech_corpus/audio/995.wav,set the brightness level of white 220
../smart-lights-en-close-field/speech_corpus/audio/529.wav,I like the lights to be turned on
../smart-lights-en-close-field/speech_corpus/audio/1098.wav,the house room light needs to be changed to red
../smart-lights-en-close-field/speech_corpus/audio/754.wav,make the lighting brighter in here
../smart-lights-en-close-field/speech_corpus/audio/1036.wav,set the pace you lights to 5
../smart-lights-en-close-field/speech_corpus/audio/17.wav,adjust the change of room intensity of the lighting to 2%
../smart-lights-en-close-field/speech_corpus/audio/1110.wav,the light needs to be tamed
../smart-lights-en-close-field/speech_corpus/audio/1182.wav,turn off lights
../smart-lights-en-close-field/speech_corpus/audio/620.wav,it's too dark in here
../smart-lights-en-close-field/speech_corpus/audio/1045.wav,shut off the lights in the garage
../smart-lights-en-close-field/speech_corpus/audio/99.wav,can you please change the color to Blue
../smart-lights-en-close-field/speech_corpus/audio/1492.wav,Lower Lights brightness
../smart-lights-en-close-field/speech_corpus/audio/106.wav,can you raise the lights in the toilets
../smart-lights-en-close-field/speech_corpus/audio/553.wav,in the bathroom turn up the light power
../smart-lights-en-close-field/speech_corpus/audio/1457.wav,is it possible to turn down the light
../smart-lights-en-close-field/speech_corpus/audio/66.wav,can you change the lights to 50 on the patio
../smart-lights-en-close-field/speech_corpus/audio/1295.wav,turn the lights on in the meeting room
../smart-lights-en-close-field/speech_corpus/audio/403.wav,I want the brightness set to 2
../smart-lights-en-close-field/speech_corpus/audio/1163.wav,turn on my lights everywhere please
../smart-lights-en-close-field/speech_corpus/audio/1121.wav,there's too much light in here
../smart-lights-en-close-field/speech_corpus/audio/214.wav,color the kids bedroom red
../smart-lights-en-close-field/speech_corpus/audio/1117.wav,the lights should be on please
../smart-lights-en-close-field/speech_corpus/audio/1070.wav,switch on my backyard lighting
../smart-lights-en-close-field/speech_corpus/audio/705.wav,make parking lights go on
../smart-lights-en-close-field/speech_corpus/audio/1093.wav,color of the light should be pink in the toilet
../smart-lights-en-close-field/speech_corpus/audio/655.wav,lower brightness
../smart-lights-en-close-field/speech_corpus/audio/1489.wav,living room lights on for now please
../smart-lights-en-close-field/speech_corpus/audio/308.wav,help me make the light red
../smart-lights-en-close-field/speech_corpus/audio/1432.wav,hey brighten the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1147.wav,Turn Down the Lights a bit
../smart-lights-en-close-field/speech_corpus/audio/1221.wav,turn on the lights in the kids room
../smart-lights-en-close-field/speech_corpus/audio/1275.wav,turn the lights in the Lakshmi room pink
../smart-lights-en-close-field/speech_corpus/audio/1401.wav,decrease brightness in cellar
../smart-lights-en-close-field/speech_corpus/audio/318.wav,I don't prefer the living room lights to be on anymore
../smart-lights-en-close-field/speech_corpus/audio/271.wav,to turn on my bedroom lights now
../smart-lights-en-close-field/speech_corpus/audio/13.wav,adjust the brightness level 10
../smart-lights-en-close-field/speech_corpus/audio/4.wav,activate the lights in the waiting room
../smart-lights-en-close-field/speech_corpus/audio/263.wav,dim the lights in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/1086.wav,the bedroom lights need a brighter illumination
../smart-lights-en-close-field/speech_corpus/audio/520.wav,I'd like the kitchen to be brighter
../smart-lights-en-close-field/speech_corpus/audio/978.wav,set seller lights to 50
../smart-lights-en-close-field/speech_corpus/audio/1665.wav,turn up the brightness in the studio
../smart-lights-en-close-field/speech_corpus/audio/442.wav,I want the lights off everywhere
../smart-lights-en-close-field/speech_corpus/audio/790.wav,make the lights turn on
../smart-lights-en-close-field/speech_corpus/audio/138.wav,can you turn the lights down one notch
../smart-lights-en-close-field/speech_corpus/audio/1090.wav,the bulbs should not be so bright
../smart-lights-en-close-field/speech_corpus/audio/1391.wav,dim the garage lights to Pink
../smart-lights-en-close-field/speech_corpus/audio/1065.wav,picture of small meeting room light
../smart-lights-en-close-field/speech_corpus/audio/84.wav,can you make it brighter inside
../smart-lights-en-close-field/speech_corpus/audio/317.wav,hey let's just get the one brightness flooring here
../smart-lights-en-close-field/speech_corpus/audio/387.wav,I want lights on in the backyard
../smart-lights-en-close-field/speech_corpus/audio/1203.wav,turn on lights above the toilet
../smart-lights-en-close-field/speech_corpus/audio/859.wav,please lower the lights
../smart-lights-en-close-field/speech_corpus/audio/1270.wav,turn the lights down in the backyard
../smart-lights-en-close-field/speech_corpus/audio/788.wav,make the lights turn off
../smart-lights-en-close-field/speech_corpus/audio/956.wav,put the lights in the living room at level 39
../smart-lights-en-close-field/speech_corpus/audio/715.wav,make the bedroom lights are not on
../smart-lights-en-close-field/speech_corpus/audio/240.wav,decrease the brightness please
../smart-lights-en-close-field/speech_corpus/audio/184.wav,change the light to Blue
../smart-lights-en-close-field/speech_corpus/audio/1661.wav,turn up light in basement
../smart-lights-en-close-field/speech_corpus/audio/135.wav,can you turn the brightness up in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/121.wav,can you please the lights to the color green please
../smart-lights-en-close-field/speech_corpus/audio/831.wav,please change the light color in the kitchen to Blue
../smart-lights-en-close-field/speech_corpus/audio/1239.wav,turn the bedroom lights on
../smart-lights-en-close-field/speech_corpus/audio/1273.wav,Turn the Lights green
../smart-lights-en-close-field/speech_corpus/audio/494.wav,I would like pink lights please
../smart-lights-en-close-field/speech_corpus/audio/366.wav,I need two lamps are of now please
../smart-lights-en-close-field/speech_corpus/audio/1103.wav,the laundry room lights should be green
../smart-lights-en-close-field/speech_corpus/audio/704.wav,make my lights pink
../smart-lights-en-close-field/speech_corpus/audio/1607.wav,Aloo has too much lights
../smart-lights-en-close-field/speech_corpus/audio/1222.wav,turn on the lights in the laundry room
../smart-lights-en-close-field/speech_corpus/audio/584.wav,increase the brightness of this room
../smart-lights-en-close-field/speech_corpus/audio/57.wav,can we change the lights to anything but pink
../smart-lights-en-close-field/speech_corpus/audio/1062.wav,switch light color to Blue
../smart-lights-en-close-field/speech_corpus/audio/1083.wav,the basement is too bright
../smart-lights-en-close-field/speech_corpus/audio/492.wav,I would like green lights please
../smart-lights-en-close-field/speech_corpus/audio/1028.wav,set the lights to Green in the large meeting room
../smart-lights-en-close-field/speech_corpus/audio/217.wav,could you change the light to red
../smart-lights-en-close-field/speech_corpus/audio/591.wav,increase the light in the changing room
../smart-lights-en-close-field/speech_corpus/audio/753.wav,make the light turn red
../smart-lights-en-close-field/speech_corpus/audio/1403.wav,decrease brightness of bathroom light
../smart-lights-en-close-field/speech_corpus/audio/1400.wav,darken the light in the toilet
../smart-lights-en-close-field/speech_corpus/audio/192.wav,change the lights in the entrance to Blue
../smart-lights-en-close-field/speech_corpus/audio/1646.wav,turn on the lights in the children room
../smart-lights-en-close-field/speech_corpus/audio/449.wav,I want the lights to be at level 22
../smart-lights-en-close-field/speech_corpus/audio/636.wav,let's get the patio lights to be blue
../smart-lights-en-close-field/speech_corpus/audio/0.wav,activate all lights in the entire house
../smart-lights-en-close-field/speech_corpus/audio/726.wav,meet the cubicle light green
../smart-lights-en-close-field/speech_corpus/audio/527.wav,I'd like the lights to be shut off
../smart-lights-en-close-field/speech_corpus/audio/1068.wav,switch off the lights after we leave for the trip
../smart-lights-en-close-field/speech_corpus/audio/1074.wav,switch on the lights
../smart-lights-en-close-field/speech_corpus/audio/420.wav,I want the kids light to be pink
../smart-lights-en-close-field/speech_corpus/audio/1072.wav,switch on my garden lights
../smart-lights-en-close-field/speech_corpus/audio/1411.wav,dim the lights in the cubicle
../smart-lights-en-close-field/speech_corpus/audio/466.wav,I want the studio to be dark
../smart-lights-en-close-field/speech_corpus/audio/161.wav,turn the brightness of the lights to 22%
../smart-lights-en-close-field/speech_corpus/audio/94.wav,can you make it outside light green
../smart-lights-en-close-field/speech_corpus/audio/747.wav,make the light dimmer
../smart-lights-en-close-field/speech_corpus/audio/1393.wav,change the patio light to Pink
../smart-lights-en-close-field/speech_corpus/audio/191.wav,change the lights in the child's bedroom to Pink
../smart-lights-en-close-field/speech_corpus/audio/281.wav,get the cellar lights on
../smart-lights-en-close-field/speech_corpus/audio/1581.wav,studio lights on please
../smart-lights-en-close-field/speech_corpus/audio/275.wav,and the lights from shining in the cubicle
../smart-lights-en-close-field/speech_corpus/audio/405.wav,I want the brightness to be level 10 on my light
../smart-lights-en-close-field/speech_corpus/audio/461.wav,I want the lounge light on
../smart-lights-en-close-field/speech_corpus/audio/685.wav,make it brighter in the waiting room
../smart-lights-en-close-field/speech_corpus/audio/611.wav,is it possible to turn the lights on
../smart-lights-en-close-field/speech_corpus/audio/1364.wav,brighten lights in kitchen
../smart-lights-en-close-field/speech_corpus/audio/798.wav,make the room a bit darker
../smart-lights-en-close-field/speech_corpus/audio/471.wav,I want the vestibule to shine at 12%
../smart-lights-en-close-field/speech_corpus/audio/684.wav,make it brighter in the living room
../smart-lights-en-close-field/speech_corpus/audio/1092.wav,that's alot needs to be brighter
../smart-lights-en-close-field/speech_corpus/audio/155.wav,kid meeting room lights to Pink
../smart-lights-en-close-field/speech_corpus/audio/537.wav,I like to have pink Lighting in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/416.wav,I want the entrance light on
../smart-lights-en-close-field/speech_corpus/audio/1620.wav,turn all light bulbs into pink color
../smart-lights-en-close-field/speech_corpus/audio/476.wav,I want to change the light green
../smart-lights-en-close-field/speech_corpus/audio/242.wav,increase the intensity of the lights in the kids bedroom
../smart-lights-en-close-field/speech_corpus/audio/637.wav,flexible where's the lights please
../smart-lights-en-close-field/speech_corpus/audio/470.wav,I want a vegetable right beside 73%
../smart-lights-en-close-field/speech_corpus/audio/1054.wav,situate the lights to 39% in the cubicle
../smart-lights-en-close-field/speech_corpus/audio/1251.wav,turn the cellar lights to 50%
../smart-lights-en-close-field/speech_corpus/audio/266.wav,dim the lights please
../smart-lights-en-close-field/speech_corpus/audio/199.wav,change the lights to Pink please
../smart-lights-en-close-field/speech_corpus/audio/507.wav,I would like all lights off
../smart-lights-en-close-field/speech_corpus/audio/1212.wav,turn on the changing room lights
../smart-lights-en-close-field/speech_corpus/audio/12.wav,adjust the brightness in the loo 250
../smart-lights-en-close-field/speech_corpus/audio/1129.wav,turn basement lights to Pink
../smart-lights-en-close-field/speech_corpus/audio/898.wav,please turn down the lights in the entrance area
../smart-lights-en-close-field/speech_corpus/audio/1336.wav,turn up the lights in the parking
../smart-lights-en-close-field/speech_corpus/audio/720.wav,make the brightness in the kitchen 73
../smart-lights-en-close-field/speech_corpus/audio/1104.wav,the light color in the waiting room should be green
../smart-lights-en-close-field/speech_corpus/audio/865.wav,please make the light red
../smart-lights-en-close-field/speech_corpus/audio/616.wav,it is too dark more lights
../smart-lights-en-close-field/speech_corpus/audio/1223.wav,turn on the lights in the waiting room
../smart-lights-en-close-field/speech_corpus/audio/942.wav,turn on the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/70.wav,can you change the lights to the color red
../smart-lights-en-close-field/speech_corpus/audio/844.wav,please click the lights on
../smart-lights-en-close-field/speech_corpus/audio/1005.wav,set the cellar light to 12
../smart-lights-en-close-field/speech_corpus/audio/1404.wav,increase brightness please
../smart-lights-en-close-field/speech_corpus/audio/653.wav,lights out please
../smart-lights-en-close-field/speech_corpus/audio/834.wav,please bring the lights in the meeting room to be read please
../smart-lights-en-close-field/speech_corpus/audio/1639.wav,turn off toilet lights
../smart-lights-en-close-field/speech_corpus/audio/1228.wav,turn on the pantry lights
../smart-lights-en-close-field/speech_corpus/audio/293.wav,Google please shut off all lights
../smart-lights-en-close-field/speech_corpus/audio/1535.wav,please lower basement lights
../smart-lights-en-close-field/speech_corpus/audio/1350.wav,would you switch my kitchen lighting to on
../smart-lights-en-close-field/speech_corpus/audio/700.wav,make my bulbs less bright
../smart-lights-en-close-field/speech_corpus/audio/693.wav,make laundry room green
../smart-lights-en-close-field/speech_corpus/audio/1502.wav,make it so the lounge light is Pink
../smart-lights-en-close-field/speech_corpus/audio/316.wav,hey Google cut the lights in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/330.wav,I need brighter Lighting in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/782.wav,make the lights more bright in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/426.wav,I want the light intensity to be at level 10
../smart-lights-en-close-field/speech_corpus/audio/1414.wav,dining room lights at 22%
../smart-lights-en-close-field/speech_corpus/audio/1652.wav,turn the house lights pink
../smart-lights-en-close-field/speech_corpus/audio/599.wav,increase the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/452.wav,I want the lights to be changed to Blue
../smart-lights-en-close-field/speech_corpus/audio/88.wav,can you make the lights blue
../smart-lights-en-close-field/speech_corpus/audio/1128.wav,turn basement lights on please
../smart-lights-en-close-field/speech_corpus/audio/361.wav,I need the lights turn down the bed
../smart-lights-en-close-field/speech_corpus/audio/1451.wav,increase the brightness in here
../smart-lights-en-close-field/speech_corpus/audio/1667.wav,why is everywhere so dark you need to turn off the brightness
../smart-lights-en-close-field/speech_corpus/audio/882.wav,please set the toilet lighting to 2
../smart-lights-en-close-field/speech_corpus/audio/280.wav,get rid of the lights in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/166.wav,change the bulbs to 12% and brightness
../smart-lights-en-close-field/speech_corpus/audio/1486.wav,lights way down in small meeting room
../smart-lights-en-close-field/speech_corpus/audio/1629.wav,Tony blue
../smart-lights-en-close-field/speech_corpus/audio/82.wav,can you light up the basement a bit more
../smart-lights-en-close-field/speech_corpus/audio/675.wav,make it a little brighter in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/428.wav,I want the light set to 10 everywhere
../smart-lights-en-close-field/speech_corpus/audio/1335.wav,turn up the lights in the pantry
../smart-lights-en-close-field/speech_corpus/audio/1601.wav,the seller is cold and dark please turn up the brightness
../smart-lights-en-close-field/speech_corpus/audio/868.wav,please make the lights Green in the dining room
../smart-lights-en-close-field/speech_corpus/audio/1320.wav,turn the studio lights on
../smart-lights-en-close-field/speech_corpus/audio/37.wav,be sure the light intensity is set to 12%
../smart-lights-en-close-field/speech_corpus/audio/202.wav,change the lights to Red in the parking section
../smart-lights-en-close-field/speech_corpus/audio/1663.wav,turn up the brightness
../smart-lights-en-close-field/speech_corpus/audio/431.wav,I want the lighting situated at 22 in the dining room
../smart-lights-en-close-field/speech_corpus/audio/372.wav,I think the lights should be on by now
../smart-lights-en-close-field/speech_corpus/audio/641.wav,light up the vestibule
../smart-lights-en-close-field/speech_corpus/audio/61.wav,can you change the color of the lights to red
../smart-lights-en-close-field/speech_corpus/audio/613.wav,is there a way to turn the kitchen lights to red
../smart-lights-en-close-field/speech_corpus/audio/808.wav,my bedroom needs to be darker
../smart-lights-en-close-field/speech_corpus/audio/791.wav,make the living room dimmer
../smart-lights-en-close-field/speech_corpus/audio/296.wav,have the lights color blue
../smart-lights-en-close-field/speech_corpus/audio/107.wav,we should have pink light in the basement
../smart-lights-en-close-field/speech_corpus/audio/230.wav,decrease brightness in bedroom
../smart-lights-en-close-field/speech_corpus/audio/876.wav,he said the brightness to 5%
../smart-lights-en-close-field/speech_corpus/audio/1605.wav,the light is too bright so turn it down
../smart-lights-en-close-field/speech_corpus/audio/648.wav,lights off
../smart-lights-en-close-field/speech_corpus/audio/105.wav,can you put the lights to 12 in the cubicle
../smart-lights-en-close-field/speech_corpus/audio/1118.wav,the studio lights need to be increased
../smart-lights-en-close-field/speech_corpus/audio/339.wav,I need my pantry set at 10 brightness
../smart-lights-en-close-field/speech_corpus/audio/765.wav,make the lights 5
